meanI,meanJ,taoI,taoJ,kontras,Energy,Homogenitas,Correlation,Class
35.38039099,35.39085088,70.08126952,70.09299391,18.84967642,0.626068375,0.982587342,0.998081368,0
55.48453844,55.47624343,83.61489247,83.60901483,40.60583736,0.47551211,0.978875594,0.997095839,0
32.13955733,32.12235703,70.04560693,70.02962277,44.28169382,0.680843976,0.987772867,0.995486368,0
63.15859449,63.15262454,84.56036781,84.55896174,30.84378978,0.406066667,0.971950283,0.997843196,0
35.57363341,35.56478289,66.70092798,66.69349363,14.73271377,0.601351945,0.984812111,0.998344102,0
1.30468342,1.30468342,16.46108193,16.46108193,18.00200794,0.987102885,0.999294682,0.966781945,0
45.14607704,45.14607704,77.3923018,77.3923018,35.85912266,0.551591433,0.980927593,0.997006535,0
19.02926488,19.02926488,58.38735938,58.38735938,50.46556466,0.811472087,0.994272265,0.992598368,0
35.45243904,35.45232069,77.48105392,77.48098112,55.95715292,0.678631675,0.985572401,0.995339473,0
11.98190527,11.98663731,40.33353757,40.34402913,11.57660124,0.841176145,0.994606209,0.996442864,0
12.2224298,12.2224298,45.75247186,45.75247186,18.60048102,0.87048583,0.996781313,0.995557115,0
34.53073798,34.51919955,67.29015146,67.27922352,18.56234907,0.623691369,0.984998987,0.99794995,0
57.76471753,57.77414973,90.38195466,90.38851536,66.97508433,0.499313155,0.981718712,0.99590091,0
52.28477078,52.31112859,83.47207584,83.4939027,56.75221825,0.514904353,0.981835413,0.995928561,0
36.04450191,36.04450191,73.37633379,73.37633379,44.26043123,0.64098952,0.984181097,0.995889699,0
45.07177689,45.09251002,79.22923167,79.24476003,32.19437788,0.563902508,0.985362762,0.997436195,0
37.36805137,37.36805137,79.75127552,79.75127552,68.24014836,0.671375631,0.990425167,0.994635433,0
55.55384651,55.53788421,80.09521236,80.08500086,27.03460568,0.4525686,0.985211006,0.997892699,0
23.06815,23.05045814,57.56265964,57.5428992,25.56878649,0.741007636,0.993458717,0.99614046,0
37.56069181,37.56543624,73.81653818,73.81863369,24.74043561,0.624388706,0.986278015,0.997729836,0
63.15743744,63.16652546,88.02390786,88.02490066,26.58421812,0.431391378,0.980017016,0.998284517,0
33.02326193,33.0168513,66.20083249,66.19442827,26.55222993,0.638339554,0.983124655,0.996970404,0
43.90533145,43.9170734,71.74244659,71.75396578,27.99683483,0.516100005,0.986075851,0.997280728,0
41.53345076,41.57145797,89.70025292,89.73856691,36.21951471,0.683337472,0.996547604,0.997750402,0
18.15440575,18.14991252,53.90591636,53.89801665,30.66943619,0.803031756,0.988831933,0.994722048,0
39.16308006,39.17725616,72.54716311,72.55809739,18.79088245,0.591358839,0.989862791,0.998215143,0
35.02244895,35.01244105,70.68488311,70.67516578,44.47141865,0.639467486,0.978561421,0.995549019,0
15.90765764,15.90548033,48.26538354,48.26092934,17.87124309,0.811453897,0.990997984,0.996163875,0
21.03994218,21.03007604,59.61650077,59.60293499,38.29592908,0.786879555,0.992417635,0.994611284,0
33.11280495,33.10214168,73.86413697,73.85397559,60.93961999,0.691391381,0.988146171,0.994414518,0
52.15750739,52.14342185,78.03730299,78.02992842,19.16677637,0.477802804,0.98116536,0.998426199,0
30.56176277,30.54499197,72.61504615,72.59629914,23.8889761,0.719062937,0.992077939,0.997734235,0
54.00958288,54.02020696,83.55751546,83.56526572,39.93193866,0.49583888,0.983422877,0.997140585,0
10.52445313,10.51045078,45.26777574,45.23819391,11.90495325,0.8999347,0.998971712,0.997093541,0
38.13274057,38.12852218,71.41724438,71.41294984,35.77145351,0.598640694,0.983579461,0.996493078,0
25.84290933,25.8531991,60.53431195,60.54750085,38.78041302,0.706219076,0.98476429,0.994709686,0
45.22438269,45.22438269,82.98123006,82.98123006,67.65688265,0.580266111,0.985582284,0.995087277,0
18.11208293,18.10474887,54.07781912,54.06850823,47.08690072,0.805882074,0.992588033,0.991947972,0
33.34680099,33.34680099,68.29249959,68.29249959,36.1963665,0.646741486,0.984966392,0.996119489,0
20.51512681,20.51512681,61.27973854,61.27973854,35.13212193,0.807091772,0.994414666,0.995322212,0
24.78267316,24.78267316,59.68913313,59.68913313,21.71770994,0.721722218,0.987447926,0.996952151,0
34.49029441,34.47911188,70.91626334,70.90525021,28.7510851,0.647718563,0.988127,0.997141118,0
24.7662575,24.7662575,63.79407841,63.79407841,38.92143356,0.751915917,0.987450507,0.995218126,0
52.11521969,52.10991994,81.38694275,81.38374199,41.27127086,0.49988351,0.971064959,0.996884519,0
55.38373822,55.3798837,75.37659021,75.37555544,48.79253673,0.418243053,0.974182937,0.995706057,0
34.92803477,34.91559877,67.09587436,67.08039379,16.1474159,0.606697414,0.988351491,0.998206212,0
45.31895706,45.32652943,73.84702442,73.8533382,22.79221576,0.524331826,0.985942691,0.997910456,0
3.908166667,3.908166667,27.32524387,27.32524387,8.43638642,0.959846375,0.997782634,0.994350651,0
3.111901327,3.111901327,22.6903756,22.6903756,11.45388084,0.962740102,0.997160628,0.988876555,0
